# fs=400.0
t,ax,ay,az
8.053500,-303,-1208,-1051
8.053617,-305,-1167,-983
8.053743,-286,-1142,-955
8.053861,-256,-1132,-905
8.076053,-235,-1140,-886
8.076160,-233,-1125,-842
8.076253,-241,-1102,-836
8.076342,-240,-1094,-791
8.076431,-259,-1075,-758
8.076522,-287,-1060,-712
8.114659,-302,-1075,-666
8.114800,-355,-1056,-614
8.114906,-387,-1056,-579
8.115007,-438,-1062,-475
8.115108,-458,-1085,-397
8.115276,-484,-1117,-312
8.115377,-518,-1108,-221
8.115512,-546,-1119,-83
8.115609,-609,-1106,-16
8.115724,-705,-1096,115
8.115820,-761,-1091,234
8.115917,-896,-1105,443
8.116015,-961,-1131,578
8.116115,-1130,-1178,838
8.116221,-1229,-1212,1053
8.116328,-1386,-1267,1343
8.116434,-1516,-1306,1551
8.116540,-1690,-1384,1892
8.116646,-1775,-1462,2153
8.116787,-1899,-1577,2505
8.116894,-1970,-1651,2770
8.116997,-2025,-1740,3120
8.156080,-2049,-1769,3327
8.156212,-2099,-1835,3559
8.156329,-2121,-1857,3709
8.156442,-2138,-1853,3890
8.156554,-2151,-1850,3973
8.156667,-2136,-1824,4077
8.156827,-2115,-1796,4132
8.156941,-2086,-1771,4182
8.157054,-2052,-1768,4182
8.157168,-1996,-1741,4198
8.157281,-1983,-1687,4173
8.157394,-1966,-1650,4141
8.157507,-1963,-1511,4129
8.157619,-1849,-1697,4042
8.157738,-1814,-1624,4002
8.187069,-1793,-1570,3938
8.187202,-1812,-1561,3877
8.187319,-1811,-1524,3752
8.187435,-1822,-1516,3684
8.187550,-1847,-1516,3585
8.187665,-1854,-1509,3519
8.187784,-1886,-1515,3426
8.187891,-1895,-1535,3356
8.187999,-1916,-1552,3249
8.205031,-1930,-1541,3145
8.205159,-1928,-1541,3021
8.205270,-1934,-1523,2913
8.205416,-1919,-1494,2747
8.225926,-1901,-1473,2631
8.226040,-1866,-1429,2444
8.226139,-1823,-1415,2299
8.226236,-1785,-1367,2103
8.226331,-1744,-1322,1930
8.226425,-1668,-1294,1653
8.226520,-1627,-1269,1457
8.226615,-1526,-1240,1193
8.226744,-1477,-1227,985
8.226837,-1391,-1209,725
8.226929,-1337,-1177,529
8.227019,-1255,-1166,294
8.227110,-1207,-1166,141
8.265588,-1141,-1176,-92
8.265735,-1091,-1163,-229
8.265846,-1042,-1178,-432
8.265948,-997,-1226,-530
8.266052,-942,-1242,-671
8.266153,-894,-1252,-786
8.266284,-852,-1275,-898
8.266387,-817,-1280,-973
8.266493,-778,-1284,-1045
8.266599,-748,-1277,-1091
8.266711,-677,-1284,-1155
8.266818,-648,-1302,-1165
8.266924,-606,-1300,-1217
8.267031,-560,-1298,-1232
8.267137,-514,-1273,-1220
8.267242,-469,-1277,-1226
8.267348,-441,-1294,-1203
8.267453,-411,-1311,-1190
8.267562,-376,-1318,-1164
8.304797,-351,-1303,-1141
8.304908,-315,-1302,-1111
8.305005,-289,-1330,-1098
8.305100,-251,-1327,-1100
8.305196,-185,-1331,-1110
8.305291,-137,-1338,-1120
8.305381,-70,-1319,-1150
8.305472,-14,-1308,-1194
8.305558,41,-1305,-1223
8.305645,90,-1278,-1280
8.305739,134,-1258,-1303
8.305831,157,-1217,-1310
8.305927,161,-1207,-1302
8.306023,162,-1225,-1250
8.365985,177,-1225,-1222
8.366117,154,-1249,-1152
8.366232,108,-1274,-1111
8.380235,29,-1287,-1002
8.380355,-14,-1312,-906
8.380462,-81,-1344,-811
8.380573,-136,-1354,-711
8.380683,-224,-1384,-601
8.419071,-257,-1385,-552
8.419222,-302,-1431,-453
8.419350,-320,-1452,-431
8.419478,-344,-1458,-366
8.419603,-346,-1453,-347
8.419736,-365,-1440,-316
8.419861,-361,-1440,-319
8.419985,-366,-1427,-296
8.420105,-382,-1414,-268
8.420224,-403,-1416,-190
8.420339,-433,-1394,-152
8.420449,-493,-1353,-23
8.420556,-513,-1340,78
8.420668,-521,-1350,242
8.420783,-507,-1364,347
8.420893,-499,-1397,491
8.421004,-494,-1429,592
8.421112,-526,-1422,708
8.463491,-541,-1414,768
8.463605,-559,-1394,838
8.463725,-548,-1410,881
8.463868,-559,-1413,917
8.463976,-552,-1422,939
8.464076,-556,-1432,978
8.464178,-553,-1446,1005
8.464354,-544,-1457,1032
8.464457,-564,-1466,1056
8.464561,-566,-1473,1084
8.464663,-579,-1497,1096
